#
#  spne170187cyc 17.0 Reactions link table generated on Wed Sep 25, 2013
#
PROTOPORGENOXI-RXN	EC-1.3.3.4
DURIDKI-RXN	EC-2.7.1.21
RXN-13805	EC-2.3.1.15
UROGENDECARBOX-RXN	EC-4.1.1.37
RXN-10915	EC-1.1.1.1
RXN-1381	EC-2.3.1.15
RXN-7706	EC-1.1.1.1
THYKI-RXN	EC-2.7.1.21
DEOXYRIBOSE-P-ALD-RXN	EC-4.1.2.4
GTP-CYCLOHYDRO-II-RXN	EC-3.5.4.25
RIBOFLAVINSYNDEAM-RXN	EC-3.5.4.26
RIBOFLAVINSYNREDUC-RXN	EC-1.1.1.193
NICONUCADENYLYLTRAN-RXN	EC-2.7.7.18
THI-P-KIN-RXN	EC-2.7.4.16
RIBOPHOSPHAT-RXN	
RXN-7700	EC-1.1.1.1
FADSYN-RXN	EC-2.7.7.2
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EC-1.2.1.11
RXN-13198	EC-1.1.1.1
GUANYL-KIN-RXN	EC-2.7.4.8
3.4.11.4-RXN	EC-3.4.11.4
RXN66-478	EC-1.1.1.1
OHMETPYRKIN-RXN	EC-2.7.1.49
METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	EC-3.2.2.9
RXN0-2301	EC-1.3.8.4
RXN-7693	EC-1.1.1.1
METHYLENETHFDEHYDROG-NADP-RXN	EC-1.5.1.5
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	EC-2.1.2.9
METHYLGLUTACONYL-COA-HYDRATASE-RXN	EC-4.2.1.18
RXN0-5131	EC-2.7.7
ENOYL-COA-HYDRAT-RXN	EC-4.2.1.17
RXN-5424	EC-1.1.1.1
PEPTIDYLPROLYL-ISOMERASE-RXN	EC-5.2.1.8
DAHPSYN-RXN	EC-2.5.1.54
PGPPHOSPHA-RXN	EC-3.1.3.27
RXN0-6513	EC-4.2.1.17
DEPHOSPHOCOAKIN-RXN	EC-2.7.1.24
RXN3O-4113	EC-1.1.1.1
RXN-10705	EC-4.2.1.17
RXN-7657	EC-1.1.1.1
3.2.2.23-RXN	EC-3.2.2.23
RXN0-5052	EC-3.4.11
RXN-1623	EC-2.3.1.51
RXN0-2602	EC-3.2.2.23
RXN-10911	EC-1.1.1.1
RXN-13616	EC-4.2.1.17
RXN-12459	EC-2.1.1.221
RXN-7838	EC-4.2.1.17
ALARACECAT-RXN	EC-5.1.1.1
RXN-12458	EC-2.1.1.228
RXN-7694	EC-1.1.1.1
ARGSUCCINLYA-RXN	EC-4.3.2.1
ARGSUCCINSYN-RXN	EC-6.3.4.5
RXN-10704	EC-4.2.1.17
SUCCINYLDIAMINOPIMTRANS-RXN	EC-2.6.1.17
DCTP-DEAM-RXN	EC-3.5.4.13
SUCCDIAMINOPIMDESUCC-RXN	EC-3.5.1.18
DIAMINOPIMEPIM-RXN	EC-5.1.1.7
RXN-11244	EC-4.2.1.17
CYTIDEAM-RXN	EC-3.5.4.14
NANE-RXN	EC-5.1.3.9
MANNPISOM-RXN	EC-5.3.1.8
TIGLYLCOA-HYDROXY-RXN	EC-4.2.1.17
1.2.3.3-RXN	EC-1.2.3.3
5.1.3.9-RXN	EC-5.1.3.9
METHYLACYLYLCOA-HYDROXY-RXN	EC-4.2.1.17
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1
RXN-11039	EC-1.1.5.5
RXN-10697	EC-4.2.1.17
DNA-DIRECTED-DNA-POLYMERASE-RXN	EC-2.7.7.7
DALADALALIG-RXN	EC-6.3.2.4
HOMOCYSMETB12-RXN	EC-2.1.1.13
ASPARTATEKIN-RXN	EC-2.7.2.4
GCVMULTI-RXN	
DTMPKI-RXN	EC-2.7.4.9
FORMYLTHFDEFORMYL-RXN	EC-3.5.1.10
RXN-12610	EC-2.5.1.3
RXN0-2161	EC-6.1.1.11
SERINE--TRNA-LIGASE-RXN	EC-6.1.1.11
RXN-12611	EC-2.5.1.3
ISOLEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.5
GLUTSEMIALDEHYDROG-RXN	EC-1.2.1.41
RXN-10781	EC-1.1.1.1
THI-P-SYN-RXN	EC-2.5.1.3
L-ASPARTATE-OXID-RXN	EC-1.4.3.16
QUINOLINATE-SYNTHA-RXN	EC-2.5.1.72
IPPISOM-RXN	EC-5.3.3.2
GLUTKIN-RXN	EC-2.7.2.11
GAPDHSYNEC-RXN	EC-1.2.1.59
NAD-SYNTH-GLN-RXN	EC-6.3.5.1
THREONINE--TRNA-LIGASE-RXN	EC-6.1.1.3
TRYPTOPHAN--TRNA-LIGASE-RXN	EC-6.1.1.2
1.2.1.9-RXN	EC-1.2.1.9
RXN-9952	EC-1.1.1.44
RXN-10015	
LACTATE-2-MONOOXYGENASE-RXN	EC-1.13.12.4
RXN-10017	
1.2.1.13-RXN	EC-1.2.1.13
RXN-11833	EC-5.4.99.19
PHOSNACMURPENTATRANS-RXN	EC-2.7.8.13
RXN-7643	EC-4.1.1.72
GAPOXNPHOSPHN-RXN	EC-1.2.1.12
RXN-7605	EC-2.1.1
RXN-11842	EC-5.4.99.28
RXN-11347	EC-2.7.8.13
HEXOKINASE-RXN	EC-2.7.1.1
SPERMIDINESYN-RXN	EC-2.5.1.16
GLUCOKIN-RXN	EC-2.7.1.2
RXN-11834	EC-5.4.99.20
RXN-8975	EC-2.7.8.13
RXN-7913	EC-2.7.4.14
PEPDEPHOS-RXN	EC-2.7.1.40
RXN-13873	
RXN-11836	EC-5.4.99.22
GLUCONATE-5-DEHYDROGENASE-RXN	EC-1.1.1.69
RXN-13872	
BETAGALACTOSID-RXN	EC-3.2.1.23
6PFRUCTPHOS-RXN	EC-2.7.1.11
RXN-11838	EC-5.4.99.24
KDPGALDOL-RXN	EC-4.1.2.14
RXN-12002	EC-2.7.4.22	EC-2.7.4.14
NICOTINAMID-RXN	EC-3.5.1.19
IMP-DEHYDROG-RXN	EC-1.1.1.205
RXN-11835	EC-5.4.99.21
NMNNUCLEOSID-RXN	EC-3.2.2.14
3.4.14.11-RXN	EC-3.4.14.11
RXN0-5295	EC-3.2.1.86
NADNUCLEOSID-RXN	EC-3.2.2.5
NADPYROPHOSPHAT-RXN	EC-3.6.1.22
RXN-11837	EC-5.4.99.23
NMNAMIDOHYDRO-RXN	EC-3.5.1.42
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	EC-3.2.1.86
RXN-11832	EC-2.7.4.14	EC-2.7.4.25
ASPARAGHYD-RXN	EC-3.5.1.1
KETOLACTOSE-RXN	EC-3.2.1.23
RIBULP3EPIM-RXN	EC-5.1.3.1
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	EC-5.4.99.12
RXN0-5297	EC-3.2.1.86
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.42
DIAMINOPIMDECARB-RXN	EC-4.1.1.20
GLYCEROL-KIN-RXN	EC-2.7.1.30
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EC-2.6.1.42
RXN0-6994	EC-3.2.1.86
3.2.1.23-RXN	EC-3.2.1.23
GMP-SYN-NH3-RXN	EC-6.3.4.1
PYRIMSYN3-RXN	EC-2.7.4.7
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42
RXN0-5363	EC-3.2.1
ACYLPHOSPHATASE-RXN	EC-3.6.1.7
GTP-CYCLOHYDRO-I-RXN	EC-3.5.4.16
RXN0-5100	EC-5.99.1
CYTIDEAM2-RXN	EC-3.5.4.5
ADENPRIBOSYLTRAN-RXN	EC-2.4.2.7
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	EC-2.6.1.16
RXN-11277	EC-3.1.3.81
6.1.1.13-RXN	EC-6.1.1.13
3.4.13.21-RXN	EC-3.4.13.21
PROLINE--TRNA-LIGASE-RXN	EC-6.1.1.15
NANK-RXN	EC-2.7.1.60
TRIACYLGLYCEROL-LIPASE-RXN	EC-3.1.1.3
THYM-PHOSPH-RXN	EC-2.4.2.2	EC-2.4.2.4
RXN-11501	EC-3.2.1.22
3.1.22.4-RXN	EC-3.1.22.4
URA-PHOSPH-RXN	EC-2.4.2.2	EC-2.4.2.23
RXN-12088	EC-3.2.1.22
RXN-12579	EC-3.1.1.3
HOMSUCTRAN-RXN	EC-2.3.1.46
LEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.4
3.2.1.33-RXN	EC-3.2.1.33
ALPHAGALACTOSID-RXN	EC-3.2.1.22
ACETYL-COA-ACETYLTRANSFER-RXN	EC-2.3.1.9
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1
PYRIMIDINE-NUCLEOSIDE-PHOSPHORYLASE-RXN	EC-2.4.2.2
GLYCDEH-RXN	EC-1.1.1.6
FUCPALDOL-RXN	EC-4.1.2.17
RXN-11502	EC-3.2.1
RXN-12086	EC-3.1.1.3
SERINE-O-ACETTRAN-RXN	EC-2.3.1.30
RXN-8753	
URPHOS-RXN	EC-2.4.2.2	EC-2.4.2.3
ADENYL-KIN-RXN	EC-2.7.4.3
RXN-8754	
3.5.1.88-RXN	EC-3.5.1.88
SUCROSE-PHOSPHORYLASE-RXN	EC-2.4.1.7
2.7.7.8-RXN	EC-2.7.7.8
RXN-8751	
3.4.11.7-RXN	EC-3.4.11.7
RXN-8752	
RXN-9386	
FUCISOM-RXN	EC-5.3.1.25
PANTOTHENATE-KIN-RXN	EC-2.7.1.33
4.3.1.17-RXN	EC-4.3.1.17
1.5.1.20-RXN	EC-1.5.1.20
RXN-13697	EC-2.6.1.1
RXN0-901	EC-1.17.1.4
RIBOFLAVIN-SYN-RXN	EC-2.5.1.9
1.2.1.2-RXN	EC-1.2.1.2
DEOXYGUANPHOSPHOR-RXN	EC-2.4.2.1
RXN0-5144	EC-2.1.1.61
4.3.1.4-RXN	EC-4.3.1.4
UDPGLUCEPIM-RXN	EC-5.1.3.2
ASPAMINOTRANS-RXN	EC-2.6.1.1
GLYCINE-FORMIMINOTRANSFERASE-RXN	EC-2.1.2.4
ADENOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.7
R63-RXN	EC-3.5.4.8
GLUTAMINESYN-RXN	EC-6.3.1.2
2.8.3.9-RXN	EC-2.8.3.9
RXN-11715	EC-2.4.2.1
R13-RXN	EC-3.5.4.8
AICARSYN-RXN	EC-4.3.2.2
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	EC-4.1.1.33
PYRIMSYN1-RXN	EC-4.1.99.17
RXN-14014	EC-1.17.1.8
R62-RXN	
SUCROSE-PHOSPHATASE-RXN	EC-3.1.3.24
GLYCINE--TRNA-LIGASE-RXN	EC-6.1.1.14
RXN-12508	
ALLOSE-KINASE-RXN	EC-2.7.1.55
MEVALONATE-KINASE-RXN	EC-2.7.1.36
TRNA-CYTIDYLYLTRANSFERASE-RXN	EC-2.7.7.72
R128-RXN	
CARBAMATE-KINASE-RXN	EC-2.7.2.2
3.2.1.26-RXN	EC-3.2.1.26
AMPSYN-RXN	EC-4.3.2.2
ADENPHOSPHOR-RXN	EC-2.4.2.1
RXN-12583	
R127-RXN	
RXN0-303	EC-5.3.1
RXN-6182	EC-5.3.1.9
RXN-9987	EC-3.2.1.183
GUANINE-DEAMINASE-RXN	EC-3.5.4.3
RXN-10814	EC-2.6.1.1
PYRUVFORMLY-RXN	EC-2.3.1.54
RXN-13673	EC-2.5.1.18
RXN0-4022	EC-1.7.1.13
RXN-2881	
RXN-5721	
AIRCARBOXY-RXN	EC-4.1.1.21
RXN0-5199	EC-2.4.2.15	EC-2.4.2.1
6.3.5.7-RXN	EC-6.3.5.7
GLUTAMINE--TRNA-LIGASE-RXN	EC-6.1.1.18
UDPGLCNACEPIM-RXN	EC-5.1.3.14
RXN0-6427	EC-3.1.7.2
RXN-13720	EC-5.3.1.9
GMP-SYN-GLUT-RXN	EC-6.3.5.2
RXN-8642	
RXN0-6485	EC-3.1.26.12
GSHTRAN-RXN	EC-2.5.1.18
2.4.1.129-RXN	EC-2.4.1.129
PPGPPSYN-RXN	EC-3.1.7.2
ISOCHORMAT-RXN	EC-3.3.2.1
RXN0-6481	EC-2.7.7.56
RXN-9951	
GLYRIBONUCSYN-RXN	EC-6.3.4.13
RXN-13482	EC-2.1.3.3
RXN-11349	EC-3.4.16
PPPGPPHYDRO-RXN	EC-3.6.1.40
RXN-11743	EC-2.4.2.1
RXN0-6483	EC-3.1.13.5
3.2.1.70-RXN	EC-3.2.1.70
DLACTDEHYDROGNAD-RXN	EC-1.1.1.28
RXN0-6484	EC-3.1.13.5
AICARTRANSFORM-RXN	EC-2.1.2.3
RXN-11348	EC-2.4.1.129
ADDALT-RXN	EC-3.5.4.4
GST-RXN	EC-2.5.1.18
ACETALD-DEHYDROG-RXN	EC-1.2.1.10
RXN0-6482	EC-2.7.7.56
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	EC-2.3.3.10
RIBOSYLHOMOCYSTEINASE-RXN	EC-4.4.1.21
PGLUCISOM-RXN	EC-5.3.1.9
RXN-11737	EC-2.6.1.1
ORNCARBAMTRANSFER-RXN	EC-2.1.3.3
NICOTINATEPRIBOSYLTRANS-RXN	EC-2.4.2.11
MALATE-DEH-RXN	EC-1.1.1.37
RXN-11343	
XMPXAN-RXN	EC-3.1.3.5
RXN0-4222	EC-3.1.13.1
1.1.1.34-RXN	EC-1.1.1.34
DEOXYINOPHOSPHOR-RXN	EC-2.4.2.1
GART-RXN	EC-2.1.2.2
PHOSPHOGLUCMUT-RXN	EC-5.4.2.2
RXN0-6479	EC-3.1.13.1
3.2.1.36-RXN	EC-3.2.1.36
RXN-11344	EC-6.3.1.12
ASPARAGINE--TRNA-LIGASE-RXN	EC-6.1.1.22
NAD-SYNTH-NH3-RXN	EC-6.3.1.5
RXN-11290	EC-3.5.1.104
RXN0-6478	EC-3.1.26.12
RXN-11618	EC-3.2.1.35
AIRS-RXN	EC-6.3.3.1
FHLMULTI-RXN	
RXN-11345	
RXN1A0-6303	EC-1.3.1
RXN-11503	EC-2.7.1.4
CYSTATHIONINE-BETA-LYASE-RXN	EC-4.4.1.8
ARGININE-DEIMINASE-RXN	EC-3.5.3.6
FUMHYDR-RXN	EC-4.2.1.2
INORGPYROPHOSPHAT-RXN	EC-3.6.1.1
INOPHOSPHOR-RXN	EC-2.4.2.1
RXN-11620	EC-3.2.1.35
PRPPAMIDOTRANS-RXN	EC-2.4.2.14
GLURS-RXN	EC-6.1.1.17
ACONITATEHYDR-RXN	
CYSTAGLY-RXN	EC-4.4.1.1
FRUCTOKINASE-RXN	EC-2.7.1.4
RXN-11301	EC-2.4.1
ACONITATEDEHYDR-RXN	
6.3.2.10-RXN	EC-6.3.2.10
SAICARSYN-RXN	EC-6.3.2.6
3.2.1.35-RXN	EC-3.2.1.35
RXN-11031	
UDPNACETYLMURAMATEDEHYDROG-RXN	EC-1.1.1.158
3.1.1.72-RXN	EC-3.1.1.72
CITSYN-RXN	EC-2.3.3.1
RXN-12590	
GLUTATHIONE-PEROXIDASE-RXN	EC-1.11.1.9
RXN-11030	
6.3.2.7-RXN	EC-6.3.2.7
RXN-7001	EC-2.4.2.1
RXN-11028	EC-2.7.8
1.11.1.12-RXN	EC-1.11.1.12
3.2.1.18-RXN	EC-3.2.1.18
ALANINE--TRNA-LIGASE-RXN	EC-6.1.1.7
1.5.1.15-RXN	EC-1.5.1.15
DUTP-PYROP-RXN	EC-3.6.1.23
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
2.1.1.19-RXN	EC-2.1.1.19
ENZRXN-201-RXN	EC-1.1.1
DIHYDROFOLATESYNTH-RXN	EC-6.3.2.12
RXN-14029	EC-2.4.2.1
DIHYDROXYMETVALDEHYDRAT-RXN	EC-4.2.1.9
ACNEULY-RXN	EC-4.1.3.3
PABASYN-RXN	EC-2.6.1.85
ADENYLOSUCCINATE-SYNTHASE-RXN	EC-6.3.4.4
THRESYN-RXN	EC-4.2.3.1
RXN-1823	EC-3.2.1.1
BUTANAL-DEHYDROGENASE-RXN	EC-1.2.1.57
AMINOCYL-TRNA-HYDROLASE-RXN	EC-3.1.1.29
UDP-NACMURALGLDAPAALIG-RXN	EC-6.3.2.10
XANTHOSINEPHOSPHORY-RXN	EC-2.4.2.1
RXN-13456	
IMPCYCLOHYDROLASE-RXN	EC-3.5.4.10
RXN-12460	EC-3.1.1.29
RXN-10009	
O-SUCCHOMOSERLYASE-RXN	EC-2.5.1.48
PHENYLPYRUVATE-TAUTOMERASE-RXN	EC-5.3.2.1
ALPHA-AMYL-RXN	EC-3.2.1.1
DEOXYADENPHOSPHOR-RXN	EC-2.4.2.1
BISPHOSPHOGLYCERATE-MUTASE-RXN	EC-5.4.2.4
DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9
RXN-10016	
H2PTEROATESYNTH-RXN	EC-2.5.1.15
PNP-RXN	EC-2.4.2.1
RXN-14056	
3PGAREARR-RXN	EC-5.4.2.1
RXN-1825	EC-3.2.1.1
ALDOSE-1-EPIMERASE-RXN	EC-5.1.3.3
RXN0-1342	EC-2.4.99.17
METBALT-RXN	EC-2.5.1.48
RXN-11746	EC-1.2.1.69
RXN-9955	EC-1.14.13.105
PPENTOMUT-RXN	EC-5.4.2.7
RXN0-742	EC-6.3.4.18
RXN-12754	
2.5.1.63-RXN	EC-2.5.1.63
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6
RXN0-743	EC-5.4.99.18
RXN-11745	
RXN-11667	EC-4.2.1
RXN-4821	EC-3.5.99
D-PPENTOMUT-RXN	EC-5.4.2.7
RXN0-5181	EC-3.2.1.1
3.4.24.11-RXN	EC-3.4.24.11
RXN-11744	EC-5.3.1
RXN-12541	
RXN-11350	EC-2.4.1.129
RXN-11747	EC-2.2.1.8
HISTIDINE--TRNA-LIGASE-RXN	EC-6.1.1.21
RXN-12753	
RXN0-7024	EC-1.1.1
2.7.1.121-RXN	EC-2.7.1.121
RXN-4122	
RIB5PISOM-RXN	EC-5.3.1.6
UDP-NACMUR-ALA-LIG-RXN	EC-6.3.2.8
RXN-11339	
GDPPYPHOSKIN-RXN	EC-2.7.6.5
OXAMATE-CARBAMOYLTRANSFERASE-RXN	EC-2.1.3.5
RXN-12149	
3.2.1.1-RXN	EC-3.2.1.1
RXN0-1321	EC-2.4.2.29
R165-RXN	EC-1.1.1.154
RXN-10779	
RXN-13443	EC-1.1.1.100
GTPPYPHOSKIN-RXN	EC-2.7.6.5
ATPSYN-RXN	EC-3.6.3.14
RXN-12540	
ASPARTATE--TRNA-LIGASE-RXN	EC-6.1.1.12
RXN-2961	EC-4.4.1.22
RXN0-5305	
HEMN-RXN	EC-1.3.99.22
RXN0-304	EC-5.1.3
RXN-11811	
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	EC-2.4.2.29
RXN0-1461	EC-1.3.3.3
GLYCERONE-KINASE-RXN	EC-2.7.1.29
TYROSINE--TRNA-LIGASE-RXN	EC-6.1.1.1
3.4.13.9-RXN	EC-3.4.13.9
3.4.21.89-RXN	EC-3.4.21.89
3-DEHYDROQUINATE-DEHYDRATASE-RXN	EC-4.2.1.10
RXN-10018	
RXN0-5405	EC-2.4.1.129
RXN0-6480	EC-3.1.26.5
RXN0-5408	EC-3.1.3.25
RXN-11410	
GLYC3PDEHYDROGBIOSYN-RXN	EC-1.1.1.94
3.2.1.17-RXN	EC-3.2.1.17
RXN-11409	
MANNPDEHYDROG-RXN	EC-1.1.1.17
SHIKIMATE-5-DEHYDROGENASE-RXN	EC-1.1.1.25
DIHYDROFOLATEREDUCT-RXN	EC-1.5.1.3
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	EC-3.1.3.25
3.6.5.3-RXN	EC-3.6.5.3
3.1.26.5-RXN	EC-3.1.26.5
3-DEHYDROQUINATE-SYNTHASE-RXN	EC-4.2.3.4
RXN-1603	
ARGININE--TRNA-LIGASE-RXN	EC-6.1.1.19
5.4.2.10-RXN	EC-5.4.2.10
PHOSPHOMEVALONATE-KINASE-RXN	EC-2.7.4.2
ACETOLACTATE-DECARBOXYLASE-RXN	EC-4.1.1.5
RXN-1602	EC-3.1.1
METHIONINE--TRNA-LIGASE-RXN	EC-6.1.1.10
3.1.1.23-RXN	EC-3.1.1.23
SHIKIMATE-KINASE-RXN	EC-2.7.1.71
CHORISMATE-SYNTHASE-RXN	EC-4.2.3.5
RXN0-5515	EC-2.7.7.41
GLUTATHIONE-REDUCT-NADPH-RXN	EC-1.8.1.7
3.4.21.26-RXN	EC-3.4.21.26
CDPDIGLYSYN-RXN	EC-2.7.7.41
PREPHENATEDEHYDROG-RXN	EC-1.3.1.12
RXN0-705	EC-4.1.1.85
S-ADENMETSYN-RXN	EC-2.5.1.6
RXN-8999	EC-2.5.1.31
4.2.99.18-RXN	EC-4.2.99.18
3.4.21.92-RXN	EC-3.4.21.92
RXN0-313	EC-4.1.2
2.5.1.19-RXN	EC-2.5.1.19
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	EC-2.5.1.7
PREPHENATEDEHYDRAT-RXN	EC-4.2.1.51
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	EC-2.1.1.33
HYPOXANPRIBOSYLTRAN-RXN	EC-2.4.2.8
GMP-REDUCT-RXN	EC-1.7.1.7
