#
#  spne373153cyc 17.0 Reactions link table generated on Wed Sep 25, 2013
#
RXN0-1321	EC-2.4.2.29
FADSYN-RXN	EC-2.7.7.2
THYKI-RXN	EC-2.7.1.21
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-4.1.3.4
RXN-10055	EC-3.5.4.29
6.3.2.10-RXN	EC-6.3.2.10
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	EC-2.4.2.29
RXN-10063	
DURIDKI-RXN	EC-2.7.1.21
2-ISOPROPYLMALATESYN-RXN	EC-2.3.3.13
ISOLEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.5
PGPPHOSPHA-RXN	EC-3.1.3.27
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	EC-1.2.1.11
ISOCHORMAT-RXN	EC-3.3.2.1
NAG6PDEACET-RXN	EC-3.5.1.25
RXN-13616	EC-4.2.1.17
3PGAREARR-RXN	EC-5.4.2.1
GPPSYN-RXN	EC-2.5.1.1
3.1.1.72-RXN	EC-3.1.1.72
VALINE-PYRUVATE-AMINOTRANSFER-RXN	EC-2.6.1.66
PROTOHEMEFERROCHELAT-RXN	EC-4.99.1.1
RXN-7643	EC-4.1.1.72
RXN-10704	EC-4.2.1.17
GDPPYPHOSKIN-RXN	EC-2.7.6.5
2.7.1.148-RXN	EC-2.7.1.148
3.4.11.4-RXN	EC-3.4.11.4
3.5.1.80-RXN	EC-3.5.1.25
ISPH2-RXN	EC-1.17.1.2
3.4.24.11-RXN	EC-3.4.24.11
RXN0-884	EC-1.17.1.2
GTPPYPHOSKIN-RXN	EC-2.7.6.5
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	EC-3.2.2.9
RXN0-882	EC-1.17.7.1
2.3.1.157-RXN	EC-2.3.1.157
RXN-10697	EC-4.2.1.17
5.4.2.10-RXN	EC-5.4.2.10
RXN0-302	EC-4.6.1.12
THREONINE--TRNA-LIGASE-RXN	EC-6.1.1.3
DXPREDISOM-RXN	EC-1.1.1.267
NAG1P-URIDYLTRANS-RXN	EC-2.7.7.23
RXN-14014	EC-1.17.1.8
DXS-RXN	EC-2.2.1.7
N-ACETYLGLUCOSAMINE-KINASE-RXN	EC-2.7.1.59
DHBDEHYD-RXN	EC-1.3.1.28
METHYLACYLYLCOA-HYDROXY-RXN	EC-4.2.1.17
ISOCHORSYN-RXN	EC-5.4.4.2
RXN-11832	EC-2.7.4.14	EC-2.7.4.25
PEPTIDYLPROLYL-ISOMERASE-RXN	EC-5.2.1.8
RXN-13673	EC-2.5.1.18
DEPHOSPHOCOAKIN-RXN	EC-2.7.1.24
RXN-7913	EC-2.7.4.14
GST-RXN	EC-2.5.1.18
RXN0-2602	EC-3.2.2.23
RXN0-6513	EC-4.2.1.17
3.2.2.23-RXN	EC-3.2.2.23
GSHTRAN-RXN	EC-2.5.1.18
RXN-12002	EC-2.7.4.22	EC-2.7.4.14
DIACYLGLYKIN-RXN	EC-2.7.1.107
METHIONINE--TRNA-LIGASE-RXN	EC-6.1.1.10
PHOSPHOGLUCMUT-RXN	EC-5.4.2.2
RXN-11244	EC-4.2.1.17
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	EC-5.4.99.12
L-ASPARTATE-OXID-RXN	EC-1.4.3.16
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	EC-3.6.1
PHOSMANMUT-RXN	EC-5.4.2.8
QUINOLINATE-SYNTHA-RXN	EC-2.5.1.72
H2NEOPTERINALDOL-RXN	EC-4.1.2.25
RXN-9929	EC-1.3.98.1
GLUTATHIONE-REDUCT-NADPH-RXN	EC-1.8.1.7
ENOYL-COA-HYDRAT-RXN	EC-4.2.1.17
RXN-11290	EC-3.5.1.104
NAD-SYNTH-GLN-RXN	EC-6.3.5.1
PYRIMSYN3-RXN	EC-2.7.4.7
RXN1A0-6303	EC-1.3.1
RXN-7838	EC-4.2.1.17
SUPEROX-DISMUT-RXN	EC-1.15.1.1
ACETATEKIN-RXN	EC-2.7.2.1
3.4.13.9-RXN	EC-3.4.13.9
FMNREDUCT-RXN	EC-1.5.1.39
ADENPRIBOSYLTRAN-RXN	EC-2.4.2.7
RXN0-6480	EC-3.1.26.5
S-ADENMETSYN-RXN	EC-2.5.1.6
RXN-10705	EC-4.2.1.17
NADPH-DEHYDROGENASE-FLAVIN-RXN	EC-1.5.1.30
3.1.26.5-RXN	EC-3.1.26.5
HOMSUCTRAN-RXN	EC-2.3.1.46
RXN-12444	EC-1.5.1.38
TRIOSEPISOMERIZATION-RXN	EC-5.3.1.1
RXN-12590	
RXN-1603	
3.2.1.96-RXN	EC-3.2.1.96
TIGLYLCOA-HYDROXY-RXN	EC-4.2.1.17
RXN-11301	EC-2.4.1
RXN-1602	EC-3.1.1
RXN0-705	EC-4.1.1.85
3.4.21.92-RXN	EC-3.4.21.92
RXN-11031	
DIHYDROFOLATEREDUCT-RXN	EC-1.5.1.3
RXN-11030	
3.1.1.23-RXN	EC-3.1.1.23
ASPARTATEKIN-RXN	EC-2.7.2.4
RXN-13873	
TRNA-CYTIDYLYLTRANSFERASE-RXN	EC-2.7.7.72
RXN-11028	EC-2.7.8
PABASYN-RXN	EC-2.6.1.85
RXN-13872	
3.5.1.88-RXN	EC-3.5.1.88
GLYOXI-RXN	EC-4.4.1.5
SERINE--TRNA-LIGASE-RXN	EC-6.1.1.11
RIBULPEPIM-RXN	EC-5.1.3.4
2.7.1.121-RXN	EC-2.7.1.121
MANNPISOM-RXN	EC-5.3.1.8
THI-P-KIN-RXN	EC-2.7.4.16
DNA-DIRECTED-DNA-POLYMERASE-RXN	EC-2.7.7.7
RXN-13456	
RXN0-2161	EC-6.1.1.11
OHMETPYRKIN-RXN	EC-2.7.1.49
1.2.3.3-RXN	EC-1.2.3.3
2-METHYLACYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.5
DTMPKI-RXN	EC-2.7.4.9
RXN-11737	EC-2.6.1.1
1.1.1.178-RXN	EC-1.1.1.178
RXN0-1342	EC-2.4.99.17
METHYLACETOACETYLCOATHIOL-RXN	EC-2.3.1.9
1TRANSKETO-RXN	EC-2.2.1.1
3.4.21.89-RXN	EC-3.4.21.89
NICOTINAMID-RXN	EC-3.5.1.19
PYRROLINECARBREDUCT-RXN	EC-1.5.1.2
RXN-10814	EC-2.6.1.1
RXNQT-4191	EC-3.1.3.2
3.6.3.4-RXN	EC-3.6.3.4
NMNNUCLEOSID-RXN	EC-3.2.2.14
ASPAMINOTRANS-RXN	EC-2.6.1.1
2TRANSKETO-RXN	EC-2.2.1.1
NADNUCLEOSID-RXN	EC-3.2.2.5
RXN-13697	EC-2.6.1.1
ASPARAGINE--TRNA-LIGASE-RXN	EC-6.1.1.22
GLUTSEMIALDEHYDROG-RXN	EC-1.2.1.41
NADPYROPHOSPHAT-RXN	EC-3.6.1.22
MANNPDEHYDROG-RXN	EC-1.1.1.17
NMNAMIDOHYDRO-RXN	EC-3.5.1.42
INORGPYROPHOSPHAT-RXN	EC-3.6.1.1
GLUTKIN-RXN	EC-2.7.2.11
RXN-12610	EC-2.5.1.3
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
IPPISOM-RXN	EC-5.3.3.2
3.4.23.36-RXN	EC-3.4.23.36
O-SUCCHOMOSERLYASE-RXN	EC-2.5.1.48
THI-P-SYN-RXN	EC-2.5.1.3
MALATE-DEH-RXN	EC-1.1.1.37
METBALT-RXN	EC-2.5.1.48
AGMATINE-DEIMINASE-RXN	EC-3.5.3.12
DAPASYN-RXN	EC-2.6.1.62
ENZRXN-201-RXN	EC-1.1.1
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	EC-3.1.3.25
PHOSPHOMEVALONATE-KINASE-RXN	EC-2.7.4.2
DETHIOBIOTIN-SYN-RXN	EC-6.3.3.3
BUTANAL-DEHYDROGENASE-RXN	EC-1.2.1.57
RXN-12611	EC-2.5.1.3
UDP-NACMUR-ALA-LIG-RXN	EC-6.3.2.8
2.8.3.9-RXN	EC-2.8.3.9
ATPSYN-RXN	EC-3.6.3.14
RXN0-5408	EC-3.1.3.25
1.5.1.7-RXN	EC-1.5.1.7
ACETYL-COA-ACETYLTRANSFER-RXN	EC-2.3.1.9
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	EC-4.1.1.33
RXN0-5395	EC-3.2.1
RXN-1623	EC-2.3.1.51
GLYCERONE-KINASE-RXN	EC-2.7.1.29
MEVALONATE-KINASE-RXN	EC-2.7.1.36
RXN-2043	EC-3.2.1.4
3.6.5.3-RXN	EC-3.6.5.3
GMP-SYN-NH3-RXN	EC-6.3.4.1
SPERMIDINESYN-RXN	EC-2.5.1.16
GLYCINE--TRNA-LIGASE-RXN	EC-6.1.1.14
DLACTDEHYDROGNAD-RXN	EC-1.1.1.28
THIAZOLSYN3-RXN	EC-2.7.1.50
SAMDECARB-RXN	EC-4.1.1.50
NADH-DEHYDROGENASE-RXN	EC-1.6.99.3
3.4.21.26-RXN	EC-3.4.21.26
6PGLUCONOLACT-RXN	EC-3.1.1.31
LYSDECARBOX-RXN	EC-4.1.1.18
ACETALD-DEHYDROG-RXN	EC-1.2.1.10
RXN-9952	EC-1.1.1.44
LYSINE--TRNA-LIGASE-RXN	EC-6.1.1.6
PEPDEPHOS-RXN	EC-2.7.1.40
PHOSPHOKETOLASE-RXN	EC-4.1.2.9
GMP-SYN-GLUT-RXN	EC-6.3.5.2
6PGLUCONDEHYDROG-RXN	EC-1.1.1
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EC-3.6.1
RXN-11813	EC-1.11.1.19
6PFRUCTPHOS-RXN	EC-2.7.1.11
RXN-5721	
NICOTINATEPRIBOSYLTRANS-RXN	EC-2.4.2.11
PREPHENATEDEHYDROG-RXN	EC-1.3.1.12
OROPRIBTRANS-RXN	EC-2.4.2.10
NAD-SYNTH-NH3-RXN	EC-6.3.1.5
DTDPDEHYRHAMREDUCT-RXN	EC-1.1.1.133
PANTEPADENYLYLTRAN-RXN	EC-2.7.7.3
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	EC-1.1.3.21
1.5.1.20-RXN	EC-1.5.1.20
1.5.1.15-RXN	EC-1.5.1.15
GLYOXII-RXN	EC-3.1.2.6
3.4.14.11-RXN	EC-3.4.14.11
GLUCOSAMINE-6-P-DEAMIN-RXN	EC-3.5.99.6
2.1.1.19-RXN	EC-2.1.1.19
2.5.1.19-RXN	EC-2.5.1.19
FORMYLTHFDEFORMYL-RXN	EC-3.5.1.10
OROTPDECARB-RXN	EC-4.1.1.23
QUINOPRIBOTRANS-RXN	EC-2.4.2.19
HOMOCYSMETB12-RXN	EC-2.1.1.13
SHIKIMATE-KINASE-RXN	EC-2.7.1.71
HEMN-RXN	EC-1.3.99.22
CHOLINE-KINASE-RXN	EC-2.7.1.32
6.1.1.13-RXN	EC-6.1.1.13
METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9
DTDPGLUCDEHYDRAT-RXN	EC-4.2.1.46
PREPHENATEDEHYDRAT-RXN	EC-4.2.1.51
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	EC-2.5.1.7
GCVMULTI-RXN	
RXN0-6259	EC-1.3.5.3
1PFRUCTPHOSN-RXN	EC-2.7.1.56
2.7.7.15-RXN	EC-2.7.7.15
HOMOCYSMET-RXN	EC-2.1.1.14
RXN-8173	
DTDPDEHYDRHAMEPIM-RXN	EC-5.1.3.13
DNA-DIRECTED-RNA-POLYMERASE-RXN	EC-2.7.7.6
RXN0-1461	EC-1.3.3.3
6.3.2.7-RXN	EC-6.3.2.7
RIBOKIN-RXN	EC-2.7.1.15
HOMOSERDEHYDROG-RXN	EC-1.1.1.3
RXN-11346	EC-2.4.1.227
CYSTATHIONINE-BETA-SYNTHASE-RXN	EC-4.2.1.22
DTDPGLUCOSEPP-RXN	EC-2.7.7.24
PROTOPORGENOXI-RXN	EC-1.3.3.4
ACETOLACTATE-DECARBOXYLASE-RXN	EC-4.1.1.5
UROGENDECARBOX-RXN	EC-4.1.1.37
HOMOSERKIN-RXN	EC-2.7.1.39
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	EC-2.6.1.16
RXN-11065	EC-3.4.16.4
FUCPALDOL-RXN	EC-4.1.2.17
GALPMUT-RXN	EC-5.4.99.9
UDPNACETYLMURAMATEDEHYDROG-RXN	EC-1.1.1.158
PROLINE--TRNA-LIGASE-RXN	EC-6.1.1.15
RXN-12730	EC-2.1.1.14
ADENODEAMIN-RXN	EC-3.5.4.4
RXN-13698	EC-2.6.1.2
3.4.16.4-RXN	EC-3.4.16.4
DADPKIN-RXN	EC-2.7.4.6
CATAL-RXN	EC-1.11.1.21	EC-1.11.1.6
ALANINE--TRNA-LIGASE-RXN	EC-6.1.1.7
RXN-8976	EC-2.4.1.227
SUCCINYLDIAMINOPIMTRANS-RXN	EC-2.6.1.17
UGD-RXN	EC-1.1.1.22
RXN0-5515	EC-2.7.7.41
FUCISOM-RXN	EC-5.3.1.25
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	EC-2.5.1.49
SUCCDIAMINOPIMDESUCC-RXN	EC-3.5.1.18
PHENYLALANINE--TRNA-LIGASE-RXN	EC-6.1.1.20
CDPDIGLYSYN-RXN	EC-2.7.7.41
ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2
URIDINE-NUCLEOSIDASE-RXN	EC-3.2.2.3
RXN-1823	EC-3.2.1.1
DIAMINOPIMEPIM-RXN	EC-5.1.1.7
ACETYLHOMOSER-CYS-RXN	EC-2.5.1.49
1.11.1.12-RXN	EC-1.11.1.12
RXN-8999	EC-2.5.1.31
CYTIDEAM2-RXN	EC-3.5.4.5
CYTIKIN-RXN	EC-2.7.1
RXN-11351	EC-3.4.16.4
RXN-7694	EC-1.1.1.1
3.2.1.70-RXN	EC-3.2.1.70
RXN0-366	EC-3.2.2.1
GDPKIN-RXN	EC-2.7.4.6
3.1.22.4-RXN	EC-3.1.22.4
ACNEULY-RXN	EC-4.1.3.3
RXN0-2584	EC-3.2.2.27
NACGLCTRANS-RXN	EC-2.4.1.227
3.2.1.1-RXN	EC-3.2.1.1
LEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.4
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	EC-3.2.1.86
RXN-11397	EC-3.6.1
GLUTDEHYD-RXN	EC-1.4.1.4
RIBOSYLHOMOCYSTEINASE-RXN	EC-4.4.1.21
RXN-13198	EC-1.1.1.1
RXN-11409	
GLYCDEH-RXN	EC-1.1.1.6
PHOSNACMURPENTATRANS-RXN	EC-2.7.8.13
RIBULP3EPIM-RXN	EC-5.1.3.1
CDPKIN-RXN	EC-2.7.4.6
CHORISMATEMUT-RXN	EC-5.4.99.5
TRYPTOPHAN--TRNA-LIGASE-RXN	EC-6.1.1.2
RXN-11410	
RXN-10819	EC-6.2.1.30
TRANSALDOL-RXN	EC-2.2.1.2
RXN-11349	EC-3.4.16
IMPCYCLOHYDROLASE-RXN	EC-3.5.4.10
RXN0-2601	EC-4.2.99.18
RXN-11029	EC-2.4.1.227
RXN0-5295	EC-3.2.1.86
RXNMETA-12672	EC-1.17.1.7
RXN-11347	EC-2.7.8.13
RXN-7657	EC-1.1.1.1
RXN-11348	EC-2.4.1.129
RXN-1825	EC-3.2.1.1
RXNMETA-12671	EC-3.7.1.16
ADENYL-KIN-RXN	EC-2.7.4.3
UDPKIN-RXN	EC-2.7.4.6
SPONTPRO-RXN	
ADENOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.7
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	EC-2.3.1.31
RXN-11343	
4.2.99.18-RXN	EC-4.2.99.18
RXN-8975	EC-2.7.8.13
RXN0-6510	EC-5.3.3.18
UDP-NACMURALA-GLU-LIG-RXN	EC-6.3.2.9
PYRIMSYN1-RXN	EC-4.1.99.17
RXN0-6512	EC-2.3.1
RXN-11344	EC-6.3.1.12
RXN3O-4113	EC-1.1.1.1
RXN0-5297	EC-3.2.1.86
RXN-12195	EC-3.6.1.15
PGLUCONDEHYDRAT-RXN	EC-4.2.1.12
AMACETOXID-RXN	EC-1.4.3.21
ALPHA-AMYL-RXN	EC-3.2.1.1
RXN0-2042	EC-1.14.13.149
RXN-11345	
THREOSPON-RXN	
URACIL-PRIBOSYLTRANS-RXN	EC-2.4.2.9
RXN0-6427	EC-3.1.7.2
IMP-DEHYDROG-RXN	EC-1.1.1.205
THREODEHYD-RXN	EC-1.1.1.103
GLUCONATE-5-DEHYDROGENASE-RXN	EC-1.1.1.69
RXN0-2044	EC-1.1.1.35
3.4.17.14-RXN	EC-3.4.17.14
3.1.26.11-RXN	EC-3.1.26.11
PPGPPSYN-RXN	EC-3.1.7.2
FORMYLTHFGLUSYNTH-RXN	EC-6.3.2.17
RXN0-5189	EC-3.2.2.20
PPPGPPHYDRO-RXN	EC-3.6.1.40
DTDPKIN-RXN	EC-2.7.4.6
RXN-3641	EC-2.3.1.174
RXN-5424	EC-1.1.1.1
ASPCARBTRANS-RXN	EC-2.1.3.2
THIAMIN-PYROPHOSPHOKINASE-RXN	EC-2.7.6.2
KDPGALDOL-RXN	EC-4.1.2.14
PHOSPHAGLYPSYN-RXN	EC-2.7.8.5
RXN0-6994	EC-3.2.1.86
RXN0-2921	EC-6.3.2.17
RXN0-5181	EC-3.2.1.1
RXN-14007	EC-4.4.1
RXN0-5405	EC-2.4.1.129
RXN0-6274	EC-2.5.1.75
RIBOFLAVINSYNREDUC-RXN	EC-1.1.1.193
FOLYLPOLYGLUTAMATESYNTH-RXN	EC-6.3.2.17
HYALURONATE-LYASE-RXN	EC-4.2.2.1
RXN-13202	EC-6.3.5.5
RXN-14006	EC-5.3.3
ALCOHOL-DEHYDROG-RXN	EC-1.1.1.1
DCDPKIN-RXN	EC-2.7.4.6
THYMIDYLATESYN-RXN	EC-2.1.1.45
GLUTATHIONE-PEROXIDASE-RXN	EC-1.11.1.9
ACSERLY-RXN	EC-2.5.1.47
5.3.1.23-RXN	EC-5.3.1.23
GLUTAMIN-RXN	EC-3.5.1.2
1.1.1.264-RXN	EC-1.1.1.264
RIBOFLAVIN-SYN-RXN	EC-2.5.1.9
DIAMINOPIMDECARB-RXN	EC-4.1.1.20
GLUCOKIN-RXN	EC-2.7.1.2
GLUCONOKIN-RXN	EC-2.7.1.12
3-DEHYDROQUINATE-DEHYDRATASE-RXN	EC-4.2.1.10
CYSTATHIONINE-BETA-LYASE-RXN	EC-4.4.1.8
SULFOCYS-RXN	EC-2.5.1.47
RXN-10781	EC-1.1.1.1
GTP-CYCLOHYDRO-II-RXN	EC-3.5.4.25
VALINE--TRNA-LIGASE-RXN	EC-6.1.1.9
DGDPKIN-RXN	EC-2.7.4.6
RXN-11213	EC-1.2.1.27
CYSTAGLY-RXN	EC-4.4.1.1
RXN-8631	EC-4.1.2.13
H2PTERIDINEPYROPHOSPHOKIN-RXN	EC-2.7.6.3
SHIKIMATE-5-DEHYDROGENASE-RXN	EC-1.1.1.25
NUCLEOSIDE-DIP-KIN-RXN	EC-2.7.4.6
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	EC-2.1.1.33
2.6.1.22-RXN	EC-2.6.1.22
RXN-7693	EC-1.1.1.1
RXN0-5144	EC-2.1.1.61
F16ALDOLASE-RXN	EC-4.1.2.13
RXN-12726	EC-2.5.1.47
RXN-11667	EC-4.2.1
3-DEHYDROQUINATE-SYNTHASE-RXN	EC-4.2.3.4
RXN-10015	
RXN-11350	EC-2.4.1.129
2.7.7.60-RXN	EC-2.7.7.60
GLUTAMINESYN-RXN	EC-6.3.1.2
GTP-CYCLOHYDRO-I-RXN	EC-3.5.4.16
RXN-10017	
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	EC-1.1.1.31
CYSTEINE--TRNA-LIGASE-RXN	EC-6.1.1.16
5.99.1.2-RXN	EC-5.99.1.2
RXN-11339	
RXN-22	EC-4.3.2.1
PHOSGLYPHOS-RXN	EC-2.7.2.3
DUDPKIN-RXN	EC-2.7.4.6
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	EC-3.1.2.4
RXN66-478	EC-1.1.1.1
RXN0-742	EC-6.3.4.18
CHORISMATE-SYNTHASE-RXN	EC-4.2.3.5
CTPSYN-RXN	EC-6.3.4.2
MEPROPCOA-FAD-RXN	EC-1.3.8
DIHYDROFOLATESYNTH-RXN	EC-6.3.2.12
ASNSYNA-RXN	EC-6.3.1.1
SERINE-O-ACETTRAN-RXN	EC-2.3.1.30
RXN0-743	EC-5.4.99.18
GLYCEROL-KIN-RXN	EC-2.7.1.30
ARGSUCCINLYA-RXN	EC-4.3.2.1
RXN-7605	EC-2.1.1
2.4.1.129-RXN	EC-2.4.1.129
H2PTEROATESYNTH-RXN	EC-2.5.1.15
RXN-5781	EC-2.7.8.2
RXN-7800	
ARGSUCCINSYN-RXN	EC-6.3.4.5
2.7.7.8-RXN	EC-2.7.7.8
GARTRANSFORMYL2-RXN	EC-2.1.2
3-ISOPROPYLMALDEHYDROG-RXN	
RXN-10915	EC-1.1.1.1
RXN0-5225	EC-3.5.1.28
RXN0-6485	EC-3.1.26.12
PYRUVFORMLY-RXN	EC-2.3.1.54
RXN-10	EC-6.3.4.5
RXN0-6481	EC-2.7.7.56
RXN-12448	EC-1.1.1.1
RXN0-6483	EC-3.1.13.5
5.3.3.14-RXN	EC-5.3.3.14
4.3.1.17-RXN	EC-4.3.1.17
RXN0-6484	EC-3.1.13.5
RXN0-6482	EC-2.7.7.56
ALCOHOL-DEHYDROG-GENERIC-RXN	EC-1.1.1.1
RXN0-4222	EC-3.1.13.1
3-ISOPROPYLMALISOM-RXN	
RXN0-6479	EC-3.1.13.1
UNDECAPRENYL-DIPHOSPHATASE-RXN	EC-3.6.1.27
RXN-8991	
RXN0-6478	EC-3.1.26.12
ALDOSE1EPIM-RXN	EC-5.1.3.3
THREDEHYD-RXN	EC-4.3.1.19
RXN-10911	EC-1.1.1.1
ACETOLACTREDUCTOISOM-RXN	EC-1.1.1.86
GMP-REDUCT-RXN	EC-1.7.1.7
3.2.1.23-RXN	EC-3.2.1.23
RXN-7700	EC-1.1.1.1
BETAGALACTOSID-RXN	EC-3.2.1.23
3.1.26.3-RXN	EC-3.1.26.3
ACETOOHBUTREDUCTOISOM-RXN	EC-1.1.1.86
GLU6PDEHYDROG-RXN	EC-1.1.1.49
RXN-7706	EC-1.1.1.1
ACETOLACTSYN-RXN	EC-2.2.1.6
KETOLACTOSE-RXN	EC-3.2.1.23
RXN-11501	EC-3.2.1.22
P-PANTOCYSDECARB-RXN	EC-4.1.1.36
ACETOOHBUTSYN-RXN	EC-2.2.1.6
RXN-12088	EC-3.2.1.22
RXN-9386	
P-PANTOCYSLIG-RXN	EC-6.3.2.5
RXN-12104	
CARBAMATE-KINASE-RXN	EC-2.7.2.2
RXN0-4022	EC-1.7.1.13
RXN-6283	EC-6.3.4.3
ALPHAGALACTOSID-RXN	EC-3.2.1.22
RXN0-5226	EC-3.2.1.52
ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2
FORMATETHFLIG-RXN	EC-6.3.4.3
RXN-11622	EC-3.2.1.52
SUCROSE-PHOSPHORYLASE-RXN	EC-2.4.1.7
RXN-13482	EC-2.1.3.3
L-LACTATE-DEHYDROGENASE-RXN	EC-1.1.1.27
RXN-11302	EC-3.4.16.4
RXN-11396	EC-3.6.1.55
5.99.1.3-RXN	EC-5.99.1.3
ORNCARBAMTRANSFER-RXN	EC-2.1.3.3
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	EC-5.5.1.4
RXN-12626	EC-3.2.1.52
RXN0-7024	EC-1.1.1
OXAMATE-CARBAMOYLTRANSFERASE-RXN	EC-2.1.3.5
3.2.1.52-RXN	EC-3.2.1.52
RXN-13455	
R165-RXN	EC-1.1.1.154
GLUTAMINE--TRNA-LIGASE-RXN	EC-6.1.1.18
RXN0-5398	EC-4.2.1.70
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EC-2.6.1.42
URIDINEKIN-RXN	EC-2.7.1.48
RXN-12625	EC-3.2.1.52
DIHYDROXYMETVALDEHYDRAT-RXN	EC-4.2.1.9
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42
URKI-RXN	EC-2.7.1.48
ADCLY-RXN	EC-4.1.3.38
3.1.11.6-RXN	EC-3.1.11.6
RXN-8654	EC-2.7.7.63
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.42
AICARSYN-RXN	EC-4.3.2.2
DEOXYRIBOSE-P-ALD-RXN	EC-4.1.2.4
DIHYDROXYISOVALDEHYDRAT-RXN	EC-4.2.1.9
RXN0-5462	EC-3.6.1.15	EC-3.6.5
AMPSYN-RXN	EC-4.3.2.2
RXN-10779	
RXN-12541	
RXN0-5021	EC-2.7.7
FPPSYN-RXN	EC-2.5.1.10
THYM-PHOSPH-RXN	EC-2.4.2.2	EC-2.4.2.4
RXN-12149	
TRE6PHYDRO-RXN	EC-3.2.1.93
RXN-12753	
URA-PHOSPH-RXN	EC-2.4.2.2	EC-2.4.2.23
RXN-6081	
RXN-9955	EC-1.14.13.105
UDPMANNACADEHYDROG-RXN	EC-1.1.1.336
RXN-4821	EC-3.5.99
RXN-10016	
AIRCARBOXY-RXN	EC-4.1.1.21
URPHOS-RXN	EC-2.4.2.2	EC-2.4.2.3
HISTIDINE--TRNA-LIGASE-RXN	EC-6.1.1.21
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN	EC-5.3.1.26
RXN-12540	
RXN-10639	
