GI07-628-MONOMER	GI07-628	C1CQ95	ATP-binding protein	
GI07-1763-MONOMER	GI07-1763	C1CTB9	oligopeptide transport system permease protein AmiC	
GI07-2032-MONOMER	GI07-2032	C1CTY1	ABC transporter ATP-binding protein/permease	
GI07-238-MONOMER	GI07-238	C1CP73	lipoprotein, putative	
GI07-1891-MONOMER	GI07-1891	C1CTM0	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	MurA
GI07-542-MONOMER	GI07-542	C1CQ16	heat-inducible transcription repressor	HrcA
GI07-1097-MONOMER	GI07-1097	C1CRI4	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	
GI07-1762-MONOMER	GI07-1762	C1CTB8	oligopeptide transport system permease protein AmiD	
GI07-994-MONOMER	GI07-994	C1CR92	exodeoxyribonuclease VII small subunit	
GI07-627-MONOMER	GI07-627	C1CQ94	ABC transporter substrate-binding protein -	
GI07-1890-MONOMER	GI07-1890	C1CTL9	orf	
GI07-2031-MONOMER	GI07-2031	C1CTY0	transposase	
GI07-1093-MONOMER	GI07-1093	C1CRI3	orf	
GI07-1761-MONOMER	GI07-1761	C1CTB7	oligopeptide transport ATP-binding protein OppD	
GI07-541-MONOMER	GI07-541	C1CQ15	orf	
GI07-29-MONOMER	GI07-29	C1CNM8	cI repressor	
GI07-280-MONOMER	GI07-280	C1CPB5	50S ribosomal protein L17	RplQ
GI07-993-MONOMER	GI07-993	C1CR91	exodeoxyribonuclease VII large subunit	XseA
GI07-1889-MONOMER	GI07-1889	C1CTL8	DNA-entry nuclease	Competence-specific nuclease
GI07-626-MONOMER	GI07-626	C1CQ93	glutamine ABC transporter permease	
GI07-1092-MONOMER	GI07-1092	C1CRI2	GTPase ObgE	ObgE
GI07-1760-MONOMER	GI07-1760	C1CTB6	oligopeptide transport ATP-binding protein AmiF	
GI07-2030-MONOMER	GI07-2030	C1CTX9	ABC transporter ATP-binding protein/permease	
GI07-540-MONOMER	GI07-540	C1CQ14	orf	
GI07-237-MONOMER	GI07-237	C1CP72	transcriptional regulator Spx	SpxA
GI07-992-MONOMER	GI07-992	C1CR90	uridine kinase	Udk
GI07-1888-MONOMER	GI07-1888	C1CTL7	CBS domain protein	
GI07-1091-MONOMER	GI07-1091	C1CRI1	orf	
GI07-1758-MONOMER	GI07-1758	C1CTB5	trehalose operon repressor	TreR
GI07-625-MONOMER	GI07-625	C1CQ92	glutamine ABC transporter permease	
GI07-2029-MONOMER	GI07-2029	C1CTX8	glutamine amidotransferase	
GI07-991-MONOMER	GI07-991	C1CR89	orf	
GI07-539-MONOMER	GI07-539	C1CQ13	type I restriction-modification system, R subunit	
GI07-279-MONOMER	GI07-279	C1CPB4	DNA-directed RNA polymerase subunit alpha	RpoA
GI07-1090-MONOMER	GI07-1090	C1CRI0	orf	
GI07-1757-MONOMER	GI07-1757	C1CTB4	pts system, trehalose-specific iibc component	TreP
GI07-28-MONOMER	GI07-28	C1CNM7	transcription regulator	
GI07-1887-MONOMER	GI07-1887	C1CTL6	orf	
GI07-2028-MONOMER	GI07-2028	C1CTX7	orf	
GI07-990-MONOMER	GI07-990	C1CR88	tRNA pseudouridine synthase B	TruB
GI07-624-MONOMER	GI07-624	C1CQ91	oxidoreductase, NAD-binding	
GI07-1089-MONOMER	GI07-1089	C1CRH9	glycosyl transferase, group 1	
GI07-1756-MONOMER	GI07-1756	C1CTB3	trehalose-6-phosphate hydrolase	
GI07-538-MONOMER	GI07-538	C1CQ12	type I restriction enzyme	
GI07-1885-MONOMER	GI07-1885	C1CTL5	orf	
GI07-236-MONOMER	GI07-236	C1CP71	Xaa-Pro dipeptidase	
GI07-2027-MONOMER	GI07-2027	C1CTX6	glucose-6-phosphate isomerase	Pgi
GI07-278-MONOMER	GI07-278	C1CPB3	30S ribosomal protein S11	RpsK
GI07-989-MONOMER	GI07-989	C1CR87	orf	
GI07-1755-MONOMER	GI07-1755	C1CTB2	orf	
GI07-623-MONOMER	GI07-623	C1CQ90	fructose-bisphosphate aldolase	
GI07-1884-MONOMER	GI07-1884	C1CTL4	DNA-directed RNA polymerase subunit beta	RpoB
GI07-1088-MONOMER	GI07-1088	C1CRH8	glycosyl transferase CpoA	
GI07-2026-MONOMER	GI07-2026	C1CTX5	glutamyl-tRNA synthetase	GltX
GI07-987-MONOMER	GI07-987	C1CR86	formate-nitrate transporter	
GI07-537-MONOMER	GI07-537	C1CQ11	type I site-specific deoxyribonuclease chain S	
GI07-1754-MONOMER	GI07-1754	C1CTB1	glutamate racemase	MurI
GI07-2025-MONOMER	GI07-2025	C1CTX4	cytidine/deoxycytidylate deaminase family protein	
GI07-1087-MONOMER	GI07-1087	C1CRH7	N-6 Adenine-specific DNA methylase YitW	
GI07-277-MONOMER	GI07-277	C1CPB2	ribosomal protein S13p/S18e, unverified frameshift	
GI07-1883-MONOMER	GI07-1883	C1CTL3	DNA-directed RNA polymerase subunit beta	RpoC
GI07-622-MONOMER	GI07-622	C1CQ89	VncS, histidine kinase	
GI07-986-MONOMER	GI07-986	C1CR85	sortase	
GI07-27-MONOMER	GI07-27	C1CNM6	Spn1 transposase	
GI07-2008-MONOMER	GI07-2008	C1CTX3	orf	
GI07-1753-MONOMER	GI07-1753	C1CTB0	deoxyribonucleotide triphosphate pyrophosphatase/hypothetical protein	
GI07-1882-MONOMER	GI07-1882	C1CTL2	nucleoside diphosphate kinase	Ndk
GI07-536-MONOMER	GI07-536	C1CQ10	type I restriction enzyme specificity protein	
GI07-235-MONOMER	GI07-235	C1CP70	excinuclease ABC subunit A	UvrA
GI07-2007-MONOMER	GI07-2007	C1CTX2	threonine synthase	ThrC
GI07-276-MONOMER	GI07-276	C1CPB1	50S ribosomal protein L36	RpmJ
GI07-985-MONOMER	GI07-985	C1CR84	DNA gyrase subunit A	GyrA
GI07-1085-MONOMER	GI07-1085	C1CRH5	DNA primase	DnaG
GI07-1752-MONOMER	GI07-1752	C1CTA9	phosphodiesterase, family	
GI07-2006-MONOMER	GI07-2006	C1CTX1	multi antimicrobial extrusion	
GI07-1881-MONOMER	GI07-1881	C1CTL1	orf	
GI07-621-MONOMER	GI07-621	C1CQ88	VncR, response regulator	
GI07-1084-MONOMER	GI07-1084	C1CRH4	ABC transporter ATP-binding protein	
GI07-1751-MONOMER	GI07-1751	C1CTA8	CBS domain protein	
GI07-535-MONOMER	GI07-535	C1CQ09	orf	
GI07-2005-MONOMER	GI07-2005	C1CTX0	HAD-superfamily hydrolase, subfamily IA, variant 1	
GI07-1880-MONOMER	GI07-1880	C1CTL0	antimicrobial peptide ABC transporter ATPase	
GI07-984-MONOMER	GI07-984	C1CR83	L-lactate dehydrogenase	Ldh
GI07-275-MONOMER	GI07-275	C1CPB0	translation initiation factor IF-1	InfA
GI07-234-MONOMER	GI07-234	C1CP69	phage protein	
GI07-26-MONOMER	GI07-26	C1CNM5	orf	
GI07-1750-MONOMER	GI07-1750	C1CTA7	site-specific tyrosine recombinase XerD-like protein	XerD
GI07-2004-MONOMER	GI07-2004	C1CTW9	LysM domain-containing protein	
GI07-1879-MONOMER	GI07-1879	C1CTK9	bacteriocin-associated integral membrane protein	
GI07-1083-MONOMER	GI07-1083	C1CRH3	ABC transporter	
GI07-620-MONOMER	GI07-620	C1CQ87	peptide ABC transporter permease	
GI07-983-MONOMER	GI07-983	C1CR82	Spn1 transposase	
GI07-534-MONOMER	GI07-534	C1CQ08	orf	
GI07-1749-MONOMER	GI07-1749	C1CTA6	segregation and condensation protein A	ScpA
GI07-2003-MONOMER	GI07-2003	C1CTW8	transcriptional regulator, MarR family	
GI07-1878-MONOMER	GI07-1878	C1CTK8	orf	
GI07-1082-MONOMER	GI07-1082	C1CRH2	ABC transporter substrate-binding protein	
GI07-619-MONOMER	GI07-619	C1CQ86	peptide ABC transporter ATP-binding protein	
GI07-982-MONOMER	GI07-982	C1CR81	potassium/ion channel protein	
GI07-1748-MONOMER	GI07-1748	C1CTA5	segregation and condensation protein B	ScpB
GI07-274-MONOMER	GI07-274	C1CPA9	adenylate kinase	Adk
GI07-233-MONOMER	GI07-233	C1CP68	phage protein	
GI07-1877-MONOMER	GI07-1877	C1CTK7	transposase	
GI07-1081-MONOMER	GI07-1081	C1CRH1	phosphoenolpyruvate carboxylase	Ppc
GI07-25-MONOMER	GI07-25	C1CNM4	orf	
GI07-533-MONOMER	GI07-533	C1CQ07	glutamine synthetase, type I	GlnA
GI07-2002-MONOMER	GI07-2002	C1CTW7	orf	
GI07-981-MONOMER	GI07-981	C1CR80	cytotoxic translational repressor of toxin-antitoxin stability system	
GI07-1747-MONOMER	GI07-1747	C1CTA4	ribosomal large subunit pseudouridine synthase B	RluB
GI07-618-MONOMER	GI07-618	C1CQ85	peptide ABC transporter permease	
GI07-1876-MONOMER	GI07-1876	C1CTK6	orf	
GI07-1080-MONOMER	GI07-1080	C1CRH0	cell division protein FtsW	
GI07-2001-MONOMER	GI07-2001	C1CTW6	pyrrolidone-carboxylate peptidase	
GI07-980-MONOMER	GI07-980	C1CR79	orf	
GI07-532-MONOMER	GI07-532	C1CQ06	HTH-type transcriptional regulator GlnR	
GI07-1875-MONOMER	GI07-1875	C1CTK5	sigma-70, region 4 family	
GI07-24-MONOMER	GI07-24	C1CNM3	orf	
GI07-616-MONOMER	GI07-616	C1CQ84	orf	
GI07-1746-MONOMER	GI07-1746	C1CTA3	orf	
GI07-273-MONOMER	GI07-273	C1CPA8	preprotein translocase subunit SecY	SecY
GI07-232-MONOMER	GI07-232	C1CP67	phage protein	
GI07-2000-MONOMER	GI07-2000	C1CTW5	orf	
GI07-979-MONOMER	GI07-979	C1CR78	VicX protein	
GI07-1874-MONOMER	GI07-1874	C1CTK4	transcriptional regulator, putative	
GI07-1079-MONOMER	GI07-1079	C1CRG9	transposase	
GI07-1745-MONOMER	GI07-1745	C1CTA2	iron-compound ABC transporter, iron-compound-binding protein	
GI07-1999-MONOMER	GI07-1999	C1CTW4	queuine tRNA-ribosyltransferase	Tgt
GI07-531-MONOMER	GI07-531	C1CQ05	orf	
GI07-615-MONOMER	GI07-615	C1CQ83	orf	
GI07-978-MONOMER	GI07-978	C1CR77	sensor protein YycG	
GI07-23-MONOMER	GI07-23	C1CNM2	orf	
GI07-1873-MONOMER	GI07-1873	C1CTK3	orf	
GI07-1077-MONOMER	GI07-1077	C1CRG8	hypothetical ABC transporter ATP-binding protein	
GI07-1744-MONOMER	GI07-1744	C1CTA1	ferrichrome transport ATP-binding protein FhuC	
GI07-1998-MONOMER	GI07-1998	C1CTW3	acyltransferase	
GI07-272-MONOMER	GI07-272	C1CPA7	50S ribosomal protein L15	RplO
GI07-977-MONOMER	GI07-977	C1CR76	alkaline phosphatase synthesis transcriptional regulatory proteinphoP	
GI07-614-MONOMER	GI07-614	C1CQ82	orf	
GI07-231-MONOMER	GI07-231	C1CP66	orf	
GI07-1872-MONOMER	GI07-1872	C1CTK2	macrolide-efflux protein	
GI07-1076-MONOMER	GI07-1076	C1CRG7	orf	
GI07-530-MONOMER	GI07-530	C1CQ04	phosphoglycerate kinase	Pgk
GI07-1743-MONOMER	GI07-1743	C1CTA0	iron-compound ABC transporter, permease protein	
GI07-1997-MONOMER	GI07-1997	C1CTW2	N-acetylglucosamine-6-phosphate deacetylase	NagA
GI07-976-MONOMER	GI07-976	C1CR75	A/G-specific adenine glycosylase	MutY
GI07-22-MONOMER	GI07-22	C1CNM1	orf	
GI07-1871-MONOMER	GI07-1871	C1CTK1	Mel protein	
GI07-613-MONOMER	GI07-613	C1CQ81	leucine-rich protein	
GI07-1742-MONOMER	GI07-1742	C1CT99	Fe3+ ABC transporter permease	
GI07-1075-MONOMER	GI07-1075	C1CRG6	aminoglycoside 6'-N-acetyltransferase	
GI07-1996-MONOMER	GI07-1996	C1CTW1	alcohol dehydrogenase, zinc-containing	
GI07-529-MONOMER	GI07-529	C1CQ03	endo-beta-N-acetylglucosaminidase D	
GI07-1870-MONOMER	GI07-1870	C1CTK0	orf	
GI07-612-MONOMER	GI07-612	C1CQ80	ribonuclease III family protein	
GI07-271-MONOMER	GI07-271	C1CPA6	50S ribosomal protein L30	RpmD
GI07-1741-MONOMER	GI07-1741	C1CT98	orf	
GI07-975-MONOMER	GI07-975	C1CR74	formate--tetrahydrofolate ligase	Fhs
GI07-230-MONOMER	GI07-230	C1CP65	prophage Sa05, DNA primase, P4 family	
GI07-1074-MONOMER	GI07-1074	C1CRG5	orf	
GI07-1869-MONOMER	GI07-1869	C1CTJ9	orf	
GI07-21-MONOMER	GI07-21	C1CNM0	orf	
GI07-1995-MONOMER	GI07-1995	C1CTW0	orf	
GI07-1739-MONOMER	GI07-1739	C1CT97	glutamyl aminopeptidase	PepA
GI07-974-MONOMER	GI07-974	C1CR73	phosphopantothenate--cysteine ligase	CoaB
GI07-528-MONOMER	GI07-528	C1CQ02	sodium-dependent phosphate transporter	
GI07-1072-MONOMER	GI07-1072	C1CRG4	orf	
GI07-1868-MONOMER	GI07-1868	C1CTJ8	orf	
GI07-611-MONOMER	GI07-611	C1CQ79	cysteinyl-tRNA synthetase	CysS
GI07-1738-MONOMER	GI07-1738	C1CT96	orf	
GI07-1994-MONOMER	GI07-1994	C1CTV9	putative ABC transporter subunit ComYA	
GI07-1071-MONOMER	GI07-1071	C1CRG3	ADP-ribosylglycohydrolase superfamily	
GI07-270-MONOMER	GI07-270	C1CPA5	30S ribosomal protein S5	RpsE
GI07-973-MONOMER	GI07-973	C1CR72	phosphopantothenoylcysteine decarboxylase	CoaC
GI07-229-MONOMER	GI07-229	C1CP64	phage protein	
GI07-20-MONOMER	GI07-20	C1CNL9	orf	
GI07-1866-MONOMER	GI07-1866	C1CTJ7	tetracycline resistance protein	
GI07-527-MONOMER	GI07-527	C1CQ01	CTP synthetase	PyrG
GI07-1993-MONOMER	GI07-1993	C1CTV8	competence protein CglB	
GI07-1737-MONOMER	GI07-1737	C1CT95	transcriptional regulator, MarR family	
GI07-1070-MONOMER	GI07-1070	C1CRG2	orf	
GI07-610-MONOMER	GI07-610	C1CQ78	acetyltransferase, gnat family	
GI07-972-MONOMER	GI07-972	C1CR71	integral membrane protein	
GI07-1992-MONOMER	GI07-1992	C1CTV7	competence protein	
GI07-1865-MONOMER	GI07-1865	C1CTJ6	tetracycline resistance determinant leader peptide	
GI07-971-MONOMER	GI07-971	C1CR70	orf	
GI07-526-MONOMER	GI07-526	C1CQ00	DNA-directed RNA polymerase subunit delta	RpoE
GI07-1069-MONOMER	GI07-1069	C1CRG1	orf	
GI07-609-MONOMER	GI07-609	C1CQ77	serine O-acetyltransferase	CysE
GI07-1736-MONOMER	GI07-1736	C1CT94	orf	
GI07-269-MONOMER	GI07-269	C1CPA4	50S ribosomal protein L18	RplR
GI07-1991-MONOMER	GI07-1991	C1CTV6	competence protein CglD	
GI07-228-MONOMER	GI07-228	C1CP63	phage protein	
GI07-19-MONOMER	GI07-19	C1CNL8	orf	
GI07-1864-MONOMER	GI07-1864	C1CTJ5	conjugative transposon protein	
GI07-970-MONOMER	GI07-970	C1CR69	transcriptional regulator, biotin repressor family	
GI07-1990-MONOMER	GI07-1990	C1CTV5	orf	
GI07-1735-MONOMER	GI07-1735	C1CT93	choline transport ATP-binding protein opuBA	
GI07-1068-MONOMER	GI07-1068	C1CRG0	orf	
GI07-608-MONOMER	GI07-608	C1CQ76	polynucleotide phosphorylase/polyadenylase	
GI07-525-MONOMER	GI07-525	C1CPZ9	orf	
GI07-1863-MONOMER	GI07-1863	C1CTJ4	NLP/P60 family protein	
GI07-969-MONOMER	GI07-969	C1CR68	NTP pyrophosphohydrolase including oxidative damage repair enzymes	
GI07-1989-MONOMER	GI07-1989	C1CTV4	competence protein ComGF	
GI07-1734-MONOMER	GI07-1734	C1CT92	choline ABC transporter permease	
GI07-268-MONOMER	GI07-268	C1CPA3	50S ribosomal protein L6	RplF
GI07-18-MONOMER	GI07-18	C1CNL7	orf	
GI07-1066-MONOMER	GI07-1066	C1CRF9	orf	
GI07-1862-MONOMER	GI07-1862	C1CTJ3	conjugative transposon membrane protein	
GI07-968-MONOMER	GI07-968	C1CR67	acetyltransferase, gnat family	
GI07-227-MONOMER	GI07-227	C1CP62	phage protein	
GI07-1733-MONOMER	GI07-1733	C1CT91	orf	
GI07-607-MONOMER	GI07-607	C1CQ75	5,10-methylenetetrahydrofolate reductase	MetF
GI07-524-MONOMER	GI07-524	C1CPZ8	orf	
GI07-1988-MONOMER	GI07-1988	C1CTV3	orf	
GI07-1065-MONOMER	GI07-1065	C1CRF8	putative phage-associated protein	
GI07-1861-MONOMER	GI07-1861	C1CTJ2	conjugative transposon protein	
GI07-967-MONOMER	GI07-967	C1CR66	acetyltransferase, gnat family	
GI07-1732-MONOMER	GI07-1732	C1CT90	nicotinamide mononucleotide transporter	
GI07-1064-MONOMER	GI07-1064	C1CRF7	orf	
GI07-17-MONOMER	GI07-17	C1CNL6	orf	
GI07-1987-MONOMER	GI07-1987	C1CTV2	methyltransferase small domain superfamily	
GI07-1860-MONOMER	GI07-1860	C1CTJ1	conjugative transposon membrane protein	
GI07-966-MONOMER	GI07-966	C1CR65	excinuclease ABC subunit B	UvrB
GI07-267-MONOMER	GI07-267	C1CPA2	30S ribosomal protein S8	RpsH
GI07-1731-MONOMER	GI07-1731	C1CT89	TetR family transcriptional regulator	
GI07-606-MONOMER	GI07-606	C1CQ74	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	MetE
GI07-226-MONOMER	GI07-226	C1CP61	orf	
GI07-1062-MONOMER	GI07-1062	C1CRF6	orf	
GI07-1859-MONOMER	GI07-1859	C1CTJ0	conjugative transposon protein	
GI07-965-MONOMER	GI07-965	C1CR64	caax amino protease family	
GI07-523-MONOMER	GI07-523	C1CPZ7	PAP2 family protein	
GI07-1986-MONOMER	GI07-1986	C1CTV1	adenine-specific DNA methylase	
GI07-1730-MONOMER	GI07-1730	C1CT88	cation diffusion facilitator transporter -	
GI07-1858-MONOMER	GI07-1858	C1CTI9	orf	
GI07-1061-MONOMER	GI07-1061	C1CRF5	MobA/MobL family protein	
GI07-605-MONOMER	GI07-605	C1CQ73	helix-turn-helix domain protein	
GI07-964-MONOMER	GI07-964	C1CR63	amino acid ABC transporter permease/substrate-binding protein	
GI07-1729-MONOMER	GI07-1729	C1CT87	transcriptional regulator, MerR family	
GI07-266-MONOMER	GI07-266	C1CPA1	30S ribosomal protein S14	RpsN
GI07-1985-MONOMER	GI07-1985	C1CTV0	acetate kinase	AckA
GI07-16-MONOMER	GI07-16	C1CNL5	orf	
GI07-1857-MONOMER	GI07-1857	C1CTI8	transcriptional regulator, Cro/CI family	
GI07-225-MONOMER	GI07-225	C1CP60	orf	
GI07-1060-MONOMER	GI07-1060	C1CRF4	orf	
GI07-963-MONOMER	GI07-963	C1CR62	glutamine transport ATP-binding protein GlnQ	
GI07-522-MONOMER	GI07-522	C1CPZ6	orf	
GI07-1728-MONOMER	GI07-1728	C1CT86	alcohol dehydrogenase, zinc-containing	
GI07-603-MONOMER	GI07-603	C1CQ72	endonuclease/exonuclease/phosphatase family	
GI07-1984-MONOMER	GI07-1984	C1CTU9	orf	
GI07-1856-MONOMER	GI07-1856	C1CTI7	ftsk/spoiiie family protein	
GI07-1059-MONOMER	GI07-1059	C1CRF3	ferric enterobactin transport ATP-binding protein FepC	
GI07-962-MONOMER	GI07-962	C1CR61	glucose-6-phosphate 1-dehydrogenase	Zwf
GI07-1727-MONOMER	GI07-1727	C1CT85	GalR, member of GalR-LacI family of transcriptional regulators, binds DNA; regulator of gal operon	
GI07-265-MONOMER	GI07-265	C1CPA0	50S ribosomal protein L5	RplE
GI07-602-MONOMER	GI07-602	C1CQ71	phenylalanyl-tRNA synthetase subunit beta	PheT
GI07-521-MONOMER	GI07-521	C1CPZ5	RNA methyltransferase, TrmH family, group 2	
GI07-1855-MONOMER	GI07-1855	C1CTI6	conjugative transposon protein	
GI07-1983-MONOMER	GI07-1983	C1CTU8	ribonuclease P	RnpA
GI07-1726-MONOMER	GI07-1726	C1CT84	galactokinase	GalK
GI07-961-MONOMER	GI07-961	C1CR60	cell division protein FtsY	
GI07-15-MONOMER	GI07-15	C1CNL4	orf	
GI07-1058-MONOMER	GI07-1058	C1CRF2	Fe3+ ABC transporter permease	
GI07-224-MONOMER	GI07-224	C1CP59	orf	
GI07-1854-MONOMER	GI07-1854	C1CTI5	conjugative transposon protein	
GI07-601-MONOMER	GI07-601	C1CQ70	acetyltransferase, gnat family	
GI07-1725-MONOMER	GI07-1725	C1CT83	galactose-1-phosphate uridylyltransferase	
GI07-520-MONOMER	GI07-520	C1CPZ4	cobalt transport family protein	
GI07-1057-MONOMER	GI07-1057	C1CRF1	iron-compound ABC transporter, permease protein	
GI07-1982-MONOMER	GI07-1982	C1CTU7	membrane protein OxaA 1	
GI07-1853-MONOMER	GI07-1853	C1CTI4	orf	
GI07-264-MONOMER	GI07-264	C1CP99	50S ribosomal protein L24	RplX
GI07-1724-MONOMER	GI07-1724	C1CT82	thioesterase family protein	
GI07-1056-MONOMER	GI07-1056	C1CRF0	ABC transporter substrate-binding protein -	
GI07-600-MONOMER	GI07-600	C1CQ69	phenylalanyl-tRNA synthetase subunit alpha	PheS
GI07-1981-MONOMER	GI07-1981	C1CTU6	jag protein	
GI07-1852-MONOMER	GI07-1852	C1CTI3	orf	
GI07-519-MONOMER	GI07-519	C1CPZ3	putative ABC transporter ATP-binding protein	
GI07-14-MONOMER	GI07-14	C1CU57	phage protein	
GI07-1723-MONOMER	GI07-1723	C1CT81	type II restriction enzyme	
GI07-223-MONOMER	GI07-223	C1CP58	orf	
GI07-1055-MONOMER	GI07-1055	C1CRE9	orf	
GI07-1980-MONOMER	GI07-1980	C1CTU5	orf	
GI07-599-MONOMER	GI07-599	C1CQ68	beta-glucosidase	Gentiobiase, Cellobiase, Beta-D-glucoside glucohydrolase, Amygdalase
GI07-1851-MONOMER	GI07-1851	C1CTI2	transcriptional activator	
GI07-263-MONOMER	GI07-263	C1CP98	50S ribosomal protein L14	RplN
GI07-1054-MONOMER	GI07-1054	C1CRE8	23S rRNA (uracil-5-)-methyltransferase RumA	
GI07-1979-MONOMER	GI07-1979	C1CTU4	PTS system ascorbate-specific transporter subunit IIC	
GI07-518-MONOMER	GI07-518	C1CPZ2	orf	
GI07-1722-MONOMER	GI07-1722	C1CT80	protein DpnD	
GI07-13-MONOMER	GI07-13	C1CU56	orf	
GI07-598-MONOMER	GI07-598	C1CQ67	pts system beta-glucoside-specific eiibca component	eiibca-bgl, eii-bgl
GI07-1850-MONOMER	GI07-1850	C1CTI1	lipoprotein, putative	
GI07-1053-MONOMER	GI07-1053	C1CRE7	orf	
GI07-1978-MONOMER	GI07-1978	C1CTU3	ascorbate-specific phosphotransferase enzyme iib component	ascorbate-specific pts system eiib component
GI07-1721-MONOMER	GI07-1721	C1CT79	xanthine permease	
GI07-517-MONOMER	GI07-517	C1CPZ1	orf	
GI07-1849-MONOMER	GI07-1849	C1CTI0	orf	
GI07-262-MONOMER	GI07-262	C1CP97	30S ribosomal protein S17	RpsQ
GI07-1977-MONOMER	GI07-1977	C1CTU2	ascorbate-specific phosphotransferase enzyme iia component	pts system ascorbate-specific eiia component
GI07-1720-MONOMER	GI07-1720	C1CT78	xanthine phosphoribosyltransferase	Xpt
GI07-597-MONOMER	GI07-597	C1CQ66	transcription antiterminator LicT	
GI07-222-MONOMER	GI07-222	C1CP57	putative DNA-binding phage protein	
GI07-1052-MONOMER	GI07-1052	C1CRE6	pneumococcal vaccine antigen A	
GI07-516-MONOMER	GI07-516	C1CPZ0	orf	
GI07-1848-MONOMER	GI07-1848	C1CTH9	acetyltransferase, gnat family	
GI07-1976-MONOMER	GI07-1976	C1CTU1	3-keto-L-gulonate-6-phosphate decarboxylase	UlaD
GI07-1718-MONOMER	GI07-1718	C1CT77	exodeoxyribonuclease III	Xth
GI07-1051-MONOMER	GI07-1051	C1CRE5	orf	
GI07-596-MONOMER	GI07-596	C1CQ65	orf	
GI07-12-MONOMER	GI07-12	C1CU55	phage protein	
GI07-1975-MONOMER	GI07-1975	C1CTU0	putative L-xylulose 5-phosphate 3-epimerase	
GI07-1847-MONOMER	GI07-1847	C1CTH8	regulator of lytrabc operon	
GI07-1717-MONOMER	GI07-1717	C1CT76	orf	
GI07-221-MONOMER	GI07-221	C1CP56	putative DNA-binding phage protein	
GI07-515-MONOMER	GI07-515	C1CPY9	potassium transporter peripheral membrane component	TrkA
GI07-261-MONOMER	GI07-261	C1CP96	50S ribosomal protein L29	RpmC
GI07-1974-MONOMER	GI07-1974	C1CTT9	L-ribulose-5-phosphate 4-epimerase	AraD
GI07-1050-MONOMER	GI07-1050	C1CRE4	serine hydroxymethyltransferase	GlyA
GI07-1846-MONOMER	GI07-1846	C1CTH7	competence damage-inducible protein A	
GI07-1716-MONOMER	GI07-1716	C1CT75	orf	
GI07-594-MONOMER	GI07-594	C1CQ64	integrase core domain protein	
GI07-1973-MONOMER	GI07-1973	C1CTT8	transcriptional regulator, BglG family	
GI07-1845-MONOMER	GI07-1845	C1CTH6	recombinase A	RecA
GI07-220-MONOMER	GI07-220	C1CP55	divergent AAA domain family	
GI07-514-MONOMER	GI07-514	C1CPY8	potassium uptake protein, Trk family	
GI07-1049-MONOMER	GI07-1049	C1CRE3	acetyltransferase, gnat family protein	
GI07-1715-MONOMER	GI07-1715	C1CT74	orf	
GI07-1972-MONOMER	GI07-1972	C1CTT7	putative L-ascorbate 6-phosphate lactonase	
GI07-11-MONOMER	GI07-11	C1CU54	DNA primase	
GI07-593-MONOMER	GI07-593	C1CQ63	Fic protein family	
